feature	Actinomyces	Bifidobacterium	Rothia	Cutibacterium	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Muribaculaceae	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Parasediminibacterium	Gastranaerophilales	Bilophila	Desulfovibrio	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Enterococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	f__Christensenellaceae.g__uncultured	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Intestinibacter	Romboutsia	Phascolarctobacterium	Dialister	Veillonella	Fusobacterium	Methylobacterium.Methylorubrum	o__Rhodospirillales.f__uncultured.g__uncultured	Methylotenera	Janthinobacterium	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Haemophilus	Pseudomonas	Akkermansia	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Enterorhabdus	f__Barnesiellaceae.g__uncultured	Alloprevotella	Prevotellaceae_NK3B31_group	Rikenellaceae_RC9_gut_group	Tannerellaceae	f__Desulfovibrionaceae.g__uncultured	Anaeroplasma	Dielma	Holdemanella	f__Erysipelotrichaceae.g__unassigned	Izemoplasmatales	Lactococcus	RF39	Anaerofustis	Defluviitaleaceae_UCG.011	Frisingicoccus	Howardella	Lachnospiraceae_UCG.001	Shuttleworthia	UCG.008	UCG.009	Pseudoflavonifractor	Hydrogenoanaerobacterium	Anaerofilum	Angelakisella	CAG.352	Caproiciproducens	Paludicola	Phocea	o__Oscillospirales.f__uncultured.g__uncultured	X.Eubacterium._brachy_group	Parvimonas	Peptostreptococcus	Terrisporobacter	Acidaminococcus
4061.4.lib29	0	21	0	0	0	0	108	0	0	0	18143	0	0	0	0	0	0	0	0	72	810	0	0	0	0	28	0	0	0	0	0	18	0	107	0	0	0	0	0	0	0	73	0	15	121	0	0	22	437	0	0	1703	6624	0	0	0	17	0	448	165	0	438	15	0	0	0	0	8	0	0	0	0	0	1323	3301	1521	0	153	5	55	96	0	0	0	24	0	0	0	28	10	9	0	354	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	610	22	0	0	0	0	169	0	7271	355	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4062.2.lib29	0	126	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	510	0	22	0	0	0	0	0	56	4	0	85	0	0	0	0	0	190	306	11650	0	1854	905	0	7756	0	32	1474	69	70	0	275	630	257	0	191	3265	142	120	0	62	301	0	325	0	11	3	5	3898	550	1456	0	183	100	76	9	5	17	24	0	1371	61	0	19	0	0	0	17731	164	127	0	0	3334	62	0	22	243	0	0	82	0	0	0	0	0	0	0	113	8	0	4	0	0	0	0	1136	8989	0	11	14	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4062.3.lib29	0	65	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	304	0	0	0	0	0	2	0	8	0	0	77	0	0	0	0	0	131	148	6708	0	1049	636	0	6773	0	15	1175	22	18	0	332	280	177	0	140	2040	137	95	0	51	175	2	169	0	7	0	0	3284	448	1056	0	110	93	97	0	0	10	25	0	1116	22	0	14	0	2	0	15893	169	135	0	0	2698	29	0	18	221	0	0	42	0	0	5	0	0	0	0	112	13	0	0	0	0	0	0	688	1971	0	3	47	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4062.4.lib29	0	44	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	9	0	0	0	0	0	9	0	0	71	0	0	0	0	0	131	134	5767	0	759	380	0	3675	0	18	886	16	58	0	324	148	80	5	94	971	135	69	0	59	105	4	130	0	0	0	6	1906	283	596	0	143	72	86	7	7	13	19	0	547	18	0	12	0	3	9	8552	78	64	0	0	1858	14	0	12	98	0	2	25	0	0	8	0	0	0	0	77	8	0	0	0	0	0	0	270	904	0	0	15	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4069.2.lib29	25	11	26	8	0	0	0	0	0	0	6486	0	0	0	0	0	0	4	0	186	166	22	0	0	0	16	0	0	7	0	0	0	11	9673	44	0	0	0	0	0	0	0	196	136	4587	138	328	405	0	1367	0	0	503	254	76	149	0	430	105	0	41	6746	0	29	0	0	128	0	559	0	20	0	0	0	17	1503	13	2	0	6	0	0	0	0	0	190	0	0	33	0	0	0	5972	0	12	0	70	3860	0	0	0	0	0	0	46	0	0	0	0	0	0	0	5	863	0	2	310	0	4	0	0	0	0	691	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4069.3.lib29	8	38	42	0	0	0	0	0	0	0	9591	0	0	0	0	0	0	0	0	494	401	16	0	0	0	0	0	0	0	0	0	0	71	6951	32	0	0	0	0	0	0	16	267	536	8059	193	1187	978	0	3149	32	0	1153	387	341	614	0	610	220	0	201	5347	0	28	0	0	104	0	1912	0	79	0	0	0	0	3145	54	0	0	0	0	0	0	0	0	460	0	0	54	0	0	0	9178	0	48	0	185	5000	0	0	0	0	0	0	93	0	0	0	0	0	14	0	18	1241	0	0	723	0	0	0	0	95	0	691	222	37	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	242	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
4069.4.lib29	15	32	72	8	0	0	0	0	0	0	7069	26	0	0	0	0	0	9	0	552	285	5	0	0	0	12	0	0	0	0	58	3	23	3734	23	0	0	0	0	0	0	23	274	353	6501	232	812	771	0	2425	30	4	840	254	222	319	0	585	260	0	162	4686	0	41	0	0	103	0	1412	0	51	0	0	0	11	2782	38	0	0	7	0	0	18	0	0	433	0	0	83	0	0	0	8261	0	46	0	163	3805	0	0	0	0	0	0	123	0	0	0	0	0	0	0	44	852	0	0	749	0	0	0	0	13	0	698	74	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
4074.2.lib29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	168	2	0	0	0	0	0	0	9	0	0	1052	0	0	142	0	758	0	0	14	125	0	8	0	0	0	0	0	359	0	0	0	6	11	0	0	0	0	0	0	256	1280	100	0	0	5	13	0	0	0	2	0	0	0	0	0	0	0	0	1950	163	12	3	0	0	8	0	0	0	0	0	0	0	0	0	0	115	0	142	0	236	3	0	0	0	0	0	0	2918	2	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
4074.3.lib29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	44	17	101	0	0	0	0	0	0	0	11	0	6	4278	0	5	718	0	2508	0	0	41	655	0	15	0	0	0	0	0	1595	0	0	0	33	98	0	0	0	4	0	0	639	6089	412	0	0	10	57	4	0	0	23	0	0	0	0	0	0	0	0	7664	694	79	15	9	0	12	0	0	0	0	0	0	0	0	0	0	924	0	696	0	170	0	0	0	0	0	0	0	10023	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0
4074.4.lib29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	114	0	0	0	0	0	92	52	1027	13	0	0	0	0	0	0	13	0	12	8704	0	4	1222	0	3047	0	0	80	738	0	39	0	0	0	0	0	4806	0	3	0	37	203	0	0	0	0	0	0	848	7712	820	0	0	0	76	26	0	0	0	0	0	0	0	0	0	0	0	14321	868	117	13	19	0	8	0	0	0	0	0	0	0	0	0	0	2561	0	618	0	542	12	0	0	0	0	0	0	25253	37	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	40	0	0	0	0	0	0	0	0	0	0	0
4078.2.lib29	0	50	0	19	202	0	0	37	10	0	8255	0	0	0	0	0	0	0	0	21	5	48	0	0	0	0	117	0	0	0	0	0	179	98	0	0	0	0	0	0	0	0	0	0	4649	0	117	547	0	19	0	0	110	0	4	0	0	0	48	130	57	7403	0	0	0	0	14	0	0	0	78	0	115	2101	45	367	0	49	68	18	0	0	0	0	0	0	0	0	0	0	0	0	369	0	14	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	162	22697	15	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4078.3.lib29	0	213	3	0	301	0	0	37	30	0	11386	18	0	0	0	0	0	0	40	0	22	3	0	0	0	0	59	0	0	0	0	0	133	82	0	5	0	0	0	0	0	0	0	5	1819	0	212	915	0	28	0	0	246	0	7	0	0	0	68	12	3	5687	0	0	0	0	44	0	0	0	0	0	169	3646	371	635	3	159	82	8	0	0	0	0	0	0	0	0	0	0	0	0	392	0	146	0	0	1303	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	31	0	0	0	0	0	0	281	18698	22	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4078.4.lib29	0	437	0	0	666	0	0	46	94	0	13185	24	0	0	0	0	0	0	0	0	9	0	0	0	0	0	182	0	0	0	0	0	198	171	8	3	0	0	0	0	0	0	0	0	2905	0	354	1485	0	54	0	0	260	0	0	0	0	0	112	34	7	5374	0	0	0	0	56	0	0	0	8	0	208	4890	441	808	0	239	95	4	0	0	0	0	4	0	0	0	10	0	0	0	389	0	187	11	0	2149	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	38	0	0	0	0	0	0	476	18341	9	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4082.2.lib29	0	16	0	1	94	12	4	0	12	0	5384	0	0	102	46	71	0	0	229	70	169	4	0	0	0	11	195	0	19	0	0	0	8	53	0	16	40	0	0	38	0	0	144	36	3013	114	346	1472	60	203	64	22	1505	95	193	18	40	0	386	0	88	2022	0	0	9	0	2	0	182	0	0	0	171	27	2063	1100	0	79	20	21	5	16	3	2	270	132	9	0	25	0	0	0	4975	0	109	0	38	3459	2	0	0	7	0	4	9	39	0	18	0	1005	0	200	113	0	8188	0	5	0	0	42	401	735	0	0	35	0	262	0	0	0	33	0	0	0	0	0	7	27	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	49	0	0
4082.3.lib29	0	18	11	0	145	0	23	0	12	0	13401	0	0	145	91	129	0	0	1395	101	352	8	0	0	0	0	98	0	5	0	0	0	12	78	0	16	64	0	0	49	0	15	203	49	3477	106	814	2112	130	231	121	62	1942	123	316	20	125	0	465	0	126	3270	0	0	0	0	4	0	310	0	24	5	189	11	2043	2038	9	101	24	41	43	34	5	8	1008	267	7	0	13	0	0	0	8687	0	300	11	19	5809	18	0	0	37	0	6	40	49	0	42	7	507	6	633	113	0	7686	0	20	0	0	97	673	1635	0	0	73	0	1599	0	0	0	61	0	0	0	0	0	8	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
4082.4.lib29	0	52	0	18	36	5	19	0	0	0	19612	0	0	183	110	174	0	0	1577	152	584	8	0	0	0	0	121	0	20	0	0	0	0	43	0	7	26	0	0	45	0	0	205	37	2587	94	544	1587	98	213	143	88	1737	176	129	37	115	0	567	24	77	2724	0	0	6	0	0	0	225	0	36	0	319	85	1669	1929	14	83	36	53	5	41	0	0	651	223	0	0	18	0	0	0	6957	0	173	0	32	3207	11	0	0	35	0	11	21	6	0	44	0	243	7	720	186	0	10696	0	15	0	22	176	870	1905	0	13	38	0	1968	0	0	0	45	0	0	0	0	0	5	11	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
4084.2.lib29	0	20	0	0	97	23	0	0	0	260	3113	0	0	346	0	16	0	2943	0	432	59	0	0	0	865	0	15	0	4	0	31	0	5	145	3	0	303	0	0	27	0	637	556	6	1085	214	315	250	0	699	34	0	83	55	51	55	68	48	51	74	35	1298	0	0	0	5	122	3	49	99	29	16	12	0	160	1683	66	35	32	0	120	92	36	8	1240	171	182	44	51	0	0	0	8690	0	35	0	877	716	9	68	0	222	211	0	47	18	0	33	49	14	67	775	0	34	0	0	416	0	0	188	13	731	0	0	16	0	45	0	0	0	0	459	0	0	0	0	0	0	0	0	0	37	0	8	0	0	10	0	0	12	0	0	0	0	0	0	46	3	0	0	0	0	0	0
4084.3.lib29	0	23	6	1	121	10	0	16	0	164	5053	0	0	465	0	24	0	5456	0	638	90	0	0	0	949	0	6	0	4	0	19	0	0	262	19	5	380	0	0	25	0	787	634	17	1055	323	405	248	0	691	34	0	121	68	76	55	78	42	48	99	43	1487	0	0	0	0	78	0	39	146	40	52	18	0	211	1959	17	55	43	0	109	154	22	0	1439	231	196	46	64	0	0	0	8529	0	29	0	991	886	7	41	0	309	272	0	44	19	0	38	51	10	45	766	0	35	10	0	512	0	0	279	14	1782	0	0	36	0	38	0	0	0	0	895	0	0	0	0	0	0	0	0	0	37	0	4	0	0	0	0	0	10	0	4	0	0	0	0	56	3	0	0	0	0	0	0
4084.4.lib29	2	33	9	0	202	24	0	11	0	255	5150	0	0	501	0	30	0	7154	0	738	102	0	0	0	908	0	5	0	0	0	26	0	0	317	17	0	402	4	0	31	0	1234	657	11	1423	288	468	300	2	685	39	6	145	61	77	90	76	43	46	85	53	1320	0	0	0	0	86	3	82	177	49	50	18	0	256	2041	37	46	59	0	140	135	20	15	1565	233	209	44	49	3	0	0	9753	0	31	0	1415	1022	14	29	0	351	303	4	59	26	0	35	51	21	109	971	0	31	0	0	637	0	0	285	13	2151	0	0	54	0	62	0	0	0	0	1138	0	0	0	0	0	0	0	0	0	19	0	12	0	0	0	0	0	16	0	0	0	0	0	0	53	7	0	0	0	0	7	0
4085.2.lib29	0	25	2	0	0	0	34	0	48	13	9159	42	187	0	0	0	0	0	0	150	419	0	173	0	0	108	98	0	16	0	0	74	0	78	3	2	0	0	0	0	0	3	176	271	3623	27	238	587	10	599	5	22	194	27	34	16	0	0	107	13	19	4013	9	97	0	0	38	3	813	0	0	0	18	163	407	1014	8	65	45	25	14	0	49	10	388	0	29	0	48	2	0	0	11038	0	165	0	0	530	31	3	0	0	0	0	20	0	0	0	0	0	0	0	287	59	0	0	0	0	0	0	329	1637	1306	51	74	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4085.3.lib29	2	31	0	0	0	0	85	0	43	20	19290	68	399	0	0	0	0	0	0	358	821	2	522	0	0	226	121	0	0	0	0	129	0	74	0	2	0	0	0	0	0	41	358	419	6209	60	373	1288	38	996	0	38	401	68	74	28	0	0	222	20	29	5873	28	203	0	0	62	0	1346	0	9	0	27	285	721	1645	11	105	86	61	21	0	100	24	653	0	38	17	74	8	0	0	21650	0	329	0	0	793	61	33	0	0	0	0	19	0	0	0	0	0	0	0	493	115	0	0	0	0	0	0	593	2085	1853	16	57	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
4085.4.lib29	0	34	0	0	0	0	19	0	8	11	565	36	27	0	0	0	0	0	0	39	69	0	77	0	0	31	75	0	0	0	0	15	0	35	0	0	0	0	0	0	0	14	174	177	8009	43	39	483	30	654	2	10	148	0	29	19	0	0	98	0	19	5028	18	83	0	0	3	0	305	0	2	0	16	69	223	519	7	27	45	45	40	0	69	22	492	0	24	14	57	0	0	0	17979	0	203	0	0	1013	32	5	3	0	0	2	7	0	0	0	0	0	0	0	112	43	0	0	0	0	0	0	49	666	478	2	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4094.2.lib29	0	26	0	7	116	0	32	0	0	0	6437	0	0	0	37	0	166	0	0	114	6702	0	0	0	0	93	585	0	0	0	0	0	6	119	0	10	23	0	0	0	0	1985	146	604	5509	646	1135	1333	0	1444	0	0	794	985	12	219	62	63	377	76	170	2077	0	7	11	0	112	0	103	0	0	0	0	192	6150	2766	46	783	0	11	2	0	0	0	26	24	12	0	0	0	0	0	9580	0	65	0	11	2565	0	0	0	18	0	0	0	0	0	0	0	81	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4094.4.lib29	0	59	0	0	156	6	40	0	0	0	3407	0	0	0	32	0	55	0	0	104	3160	0	0	0	0	19	186	0	0	0	0	0	8	10	2	0	44	0	0	0	0	399	105	418	2688	247	557	710	0	665	4	0	298	935	19	86	42	24	273	32	80	875	0	0	6	0	93	0	91	0	0	3	0	53	2799	1768	23	399	0	2	0	2	0	0	65	31	2	0	13	0	0	2	6373	0	46	0	16	1644	0	2	0	5	0	0	0	0	0	5	0	119	0	0	32	22	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4095.2.lib29	7	41	0	0	38	0	4	52	0	0	2769	0	0	0	0	0	0	0	1494	0	55	11	0	0	0	145	0	0	6	0	0	0	0	109	7	0	0	0	0	0	0	988	23	69	1221	315	198	177	0	217	0	0	291	75	13	48	0	0	60	6	16	1654	0	13	0	0	0	0	22	0	0	0	147	76	258	398	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	36	0	0	548	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	438	0	0	0	3	0	0	96	0	0	4653	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4095.3.lib29	3	133	0	5	184	0	16	346	0	0	7117	0	0	0	0	0	0	0	4037	13	134	17	0	0	0	225	3	0	0	0	0	9	0	186	0	8	0	0	0	0	0	1154	29	276	3721	1293	606	475	0	674	0	2	684	195	22	183	0	0	186	27	17	4089	0	57	0	0	0	0	140	0	0	0	391	266	769	880	0	219	0	0	2	0	0	0	0	6	0	0	0	0	0	0	3303	0	81	0	0	1880	0	0	0	0	0	0	0	0	0	0	0	2396	0	0	0	1295	0	0	0	0	0	0	271	138	0	6665	89	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4095.4.lib29	4	54	0	0	118	0	3	255	0	0	5250	0	0	0	0	0	0	0	1896	0	99	13	0	0	0	143	0	0	7	0	0	2	0	196	0	0	0	0	0	0	0	588	41	111	2630	845	303	313	0	397	0	3	523	101	0	82	0	0	100	24	9	2548	0	24	0	0	2	0	61	0	0	0	272	151	447	669	0	106	0	0	0	0	0	0	5	0	15	0	0	0	0	0	2318	0	81	0	0	1150	0	0	0	0	0	5	0	0	0	0	0	1621	0	0	0	471	0	0	0	0	4	4	118	5	0	3452	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4098.2.lib29	49	0	0	0	273	0	15	0	16	0	19201	0	0	0	144	0	0	0	0	407	253	0	0	158	0	15	69	0	0	0	0	0	0	239	0	4	40	0	0	0	0	0	10	44	3618	46	593	1241	0	45	0	0	572	56	24	46	0	0	8	71	18	655	0	0	0	0	42	0	123	0	0	0	316	264	232	3191	0	74	6	0	0	0	6	0	6	26	0	0	0	0	0	0	395	0	0	15	0	2247	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	63	0	0	41	0	23885	283	35	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4098.3.lib29	0	2	0	0	200	0	6	0	16	0	11182	0	0	0	159	0	0	0	0	334	117	9	0	253	0	32	81	0	0	0	0	0	0	66	0	0	57	0	0	0	0	0	0	29	4276	40	849	680	4	0	72	0	380	48	22	22	21	0	30	169	0	595	0	0	0	0	38	0	38	0	0	0	165	59	79	2178	9	55	81	0	70	0	0	0	222	86	0	6	0	0	0	0	652	0	5	0	0	2050	3	0	0	0	0	0	0	0	0	12	12	0	0	0	52	29	0	0	100	6	0	52	0	8782	25	7	22	0	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4098.4.lib29	21	6	0	0	226	5	9	0	16	0	7154	0	0	0	100	0	0	0	0	325	112	0	3	162	0	21	53	0	2	0	0	0	0	104	7	0	91	0	0	3	0	0	3	14	1474	41	264	611	0	21	22	0	238	61	16	17	35	0	21	117	0	412	0	0	0	0	31	0	60	0	0	0	118	73	60	1312	5	50	26	3	46	0	0	0	136	31	7	3	2	0	0	0	663	0	0	3	5	2231	0	0	0	0	0	0	0	0	0	10	3	0	0	0	21	20	0	0	83	0	0	84	0	7631	66	5	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4100.2.lib29	98	85	63	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	1247	845	20	0	0	0	0	0	0	71	0	454	4962	0	0	486	0	0	0	668	2371	0	0	0	0	0	0	0	0	3384	18	0	0	0	0	0	0	0	0	0	0	3033	2759	544	0	150	0	236	0	0	0	0	0	0	0	0	11	0	0	0	8381	0	128	0	0	3365	16	3	26	0	0	0	0	0	0	0	0	159	0	0	0	1250	51	2	0	0	0	0	0	16171	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4100.3.lib29	12	19	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	545	667	4	5	0	0	0	0	0	31	0	217	4106	0	0	339	0	0	0	528	1651	0	0	0	0	0	0	0	0	3362	55	0	0	0	0	0	0	0	0	0	0	2841	2483	357	0	61	0	61	0	0	0	0	0	0	0	0	0	0	0	0	4035	0	229	0	0	2464	4	0	16	0	0	0	0	0	0	0	0	62	3	0	0	583	0	0	0	0	0	0	0	20214	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4100.4.lib29	24	55	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	352	0	15	0	0	0	0	913	969	19	0	0	0	0	0	0	141	0	289	4601	0	0	586	0	0	0	1210	2914	0	0	0	0	0	0	0	0	5913	55	0	0	0	0	0	0	0	0	0	0	4213	4119	802	0	143	0	315	0	0	0	0	0	0	0	0	0	0	0	0	5739	0	151	0	0	1958	9	0	82	0	0	0	0	0	0	0	0	186	0	0	0	562	14	0	0	0	0	0	0	34380	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4104.3.lib29	5	66	7	0	0	0	0	0	0	0	15269	0	0	0	0	0	585	0	0	0	435	0	0	0	0	274	14	17	40	0	0	54	0	85	0	0	0	0	102	0	0	0	740	471	7663	186	593	1095	0	610	0	61	1163	31	0	157	0	0	977	42	6	2461	0	1019	0	0	0	2	147	0	12	0	253	23	875	2031	17	258	15	293	97	0	131	110	0	0	0	0	0	58	0	0	3750	0	164	0	360	2877	155	0	0	0	0	6	62	0	0	14	0	52	2	0	0	124	31	0	0	0	0	0	926	173	0	0	112	0	1193	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4104.4.lib29	0	17	0	0	0	0	0	0	0	0	7363	0	0	0	0	0	141	0	0	0	134	0	0	0	0	93	7	7	20	0	2	12	0	44	0	0	0	0	31	0	0	0	292	197	2727	68	121	320	0	201	0	21	382	9	5	30	0	0	319	17	6	1032	0	371	0	0	0	0	49	0	3	6	55	0	308	657	5	70	14	124	22	0	33	36	0	0	0	0	2	9	0	0	2276	0	38	0	69	655	43	0	0	0	0	0	24	0	0	7	0	17	0	0	0	68	11	0	0	0	0	0	586	52	0	0	46	0	445	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
